tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt6108090	movie	Secret Superstar	Secret Superstar	0	2017	\N	150	Drama,Music
tt6148156	movie	Vikram Vedha	Vikram Vedha	0	2017	\N	147	Action,Crime,Thriller
tt6155172	movie	Roma	Roma	0	2018	\N	135	Drama
tt6156350	movie	HyperNormalisation	HyperNormalisation	0	2016	\N	166	Documentary
tt6167894	movie	Angamaly Diaries	Angamaly Diaries	0	2017	\N	132	Action,Comedy,Thriller
tt6212984	movie	Parava	Parava	0	2017	\N	147	Action,Comedy,Drama
tt6223974	movie	The Farthest	The Farthest	0	2017	\N	121	Documentary,History
tt6315524	movie	Take Off	Take Off	0	2017	\N	139	Action,Drama,Thriller
tt6316138	movie	Ayla: The Daughter of War	Ayla: The Daughter of War	0	2017	\N	125	Drama,History,War
tt6333054	movie	Chasing Coral	Chasing Coral	0	2017	\N	93	Documentary
tt6346162	movie	Disney's Newsies the Broadway Musical	Disney's Newsies the Broadway Musical	0	2017	\N	149	Musical
tt6413712	movie	Finding Fatimah	Finding Fatimah	0	2017	\N	99	Comedy,Romance
tt6452574	movie	Sanju	Sanju	0	2018	\N	155	Biography,Drama
tt6485666	movie	Mersal	Mersal	0	2017	\N	172	Action,Thriller
tt6510332	movie	McQueen	McQueen	0	2018	\N	111	Biography,Documentary
tt6520954	movie	Debi	Debi	0	2018	\N	107	Drama,Mystery
tt6543652	movie	Cold War	Zimna wojna	0	2018	\N	88	Drama,Music,Romance
tt6628102	movie	The Wild Pear Tree	Ahlat Agaci	0	2018	\N	188	Drama
tt6679360	movie	On vam ne Dimon	On vam ne Dimon	0	2017	\N	50	Documentary
tt6794424	movie	LA 92	LA 92	0	2017	\N	114	Documentary,History
tt6980546	movie	Bharat Ane Nenu	Bharat Ane Nenu	0	2018	\N	173	Action,Drama
tt7019842	movie	96	96	0	2018	\N	158	Romance
tt7060460	movie	Braveman - Chapter One	Theeran Adhigaaram Ondru	0	2017	\N	157	Action,Crime,Thriller
tt7180544	movie	The Brawler	Mukkabaaz	0	2017	\N	154	Action,Drama,Sport
tt7218518	movie	Padman	Padman	0	2018	\N	140	Biography,Drama
tt7252000	movie	Maktub	Maktub	0	2017	\N	100	Comedy,Drama
tt7294534	movie	Arjun Reddy	Arjun Reddy	0	2017	\N	182	Action,Drama,Romance
tt7320560	movie	Cuba and the Cameraman	Cuba and the Cameraman	0	2017	\N	113	Documentary
tt7345930	movie	Abrahaminte Santhathikal	Abrahaminte Santhathikal	0	2018	\N	131	Action,Crime,Thriller
tt7362036	movie	Dying to Survive	Wo bu shi yao shen	0	2018	\N	117	Comedy,Drama
tt7391996	movie	C/o Kancharapalem	C/o Kancharapalem	0	2018	\N	152	Drama
tt7392212	movie	Stage	Rangasthalam	0	2018	\N	170	Action,Drama
tt7465992	movie	The Great Actress	Mahanati	0	2018	\N	177	Biography,Drama,History
tt7581572	movie	Sudani from Nigeria	Sudani from Nigeria	0	2018	\N	123	Comedy,Sport
tt7610196	movie	Do Women Have A Higher Sex Drive?	Do Women Have A Higher Sex Drive?	0	2018	\N	70	Documentary
tt7642818	movie	Aile Arasinda	Aile Arasinda	0	2017	\N	124	Comedy
tt7681902	movie	Won't You Be My Neighbor?	Won't You Be My Neighbor?	0	2018	\N	94	Biography,Documentary
tt7689966	movie	Robin Williams: Come Inside My Mind	Robin Williams: Come Inside My Mind	0	2018	\N	116	Biography,Comedy,Documentary
tt7691572	movie	Kiborgy	Cyborgs: Heroes Never Die	0	2017	\N	112	War
tt7725596	movie	Badhaai Ho	Badhaai Ho	0	2018	\N	124	Comedy,Drama
tt7745068	movie	My Hero Academia: The Movie	Boku no Hero Academia the Movie	0	2018	\N	96	Action,Animation,Comedy
tt7748244	movie	Ölümlü Dünya	Ölümlü Dünya	0	2018	\N	107	Action,Comedy
tt7762982	movie	Sajjan Singh Rangroot	Sajjan Singh Rangroot	0	2018	\N	140	Action,Biography,Drama
tt7765910	movie	Aravindha Sametha Veera Raghava	Aravindha Sametha Veera Raghava	0	2018	\N	162	Action,Drama
tt7797658	movie	Awe!	Awe!	0	2018	\N	150	Sci-Fi,Thriller
tt7914416	movie	One Cut of the Dead	Kamera o tomeru na!	0	2017	\N	96	Comedy,Horror
tt8043306	movie	Teefa in Trouble	Teefa in Trouble	0	2018	\N	155	Action,Comedy,Crime
tt8075192	movie	Shoplifters	Manbiki kazoku	0	2018	\N	121	Crime,Drama
tt8108198	movie	Andhadhun	Andhadhun	0	2018	\N	139	Comedy,Mystery,Thriller
tt8108202	movie	Stree	Stree	0	2018	\N	128	Comedy,Horror
tt8135494	movie	Active Measures	Active Measures	0	2018	\N	109	Documentary
tt8176054	movie	Pariyerum Perumal	Pariyerum Perumal	0	2018	\N	154	Drama
tt8239946	movie	Tumbbad	Tumbbad	0	2018	\N	104	Drama,Horror,Thriller
tt8288836	movie	Red Forrest	Red Forrest	0	2018	\N	75	Horror
tt8368032	movie	Miss Granny	Miss Granny	0	2018	\N	120	Comedy,Fantasy,Music
tt8590896	movie	Geetha Govindam	Geetha Govindam	0	2018	\N	142	Drama,Romance
tt9042284	movie	Ratsasan	Ratsasan	0	2018	\N	170	Thriller
tt9063106	movie	Paskal: The Movie	Paskal: The Movie	0	2018	\N	115	Action,Drama
